"","TNEV","Nev_2010","szervezet_2010","Nev_2006","szervezet_2006","jogalas","megye","kisterseg","terulet","lakonepesseg","lakasok_szama","roma_onkormanyzat","hatranyos","tipus"
"1842","Nagyhegyes","Bajusz Istvánné","Független","Bajusz Istvánné","Független","község","Hajdú-Bihar","Hajdúszoboszlói","13276",2768,"1005",0,"HH",2
"1843","Nagyhódos","Krakkó Adolf","Fidesz - Magyar Polgári Szövetség","Krakkó Adolf","Független","község","Szabolcs-Szatmár-Bereg","Fehérgyarmati","765",111,"83",0,"LHHK",1
"1844","Nagyhuta","Suták József","Független","Espán Gyula","Független","község","Borsod-Abaúj-Zemplén","Sátoraljaújhelyi","3506",98,"80",0,"HH",1
"1845","Nagyigmánd","Hajduné Farkas Erika","Független","Szijj Ferencné","Független","nagyközség","Komárom-Esztergom","Komáromi","5139",2988,"1181",0,NA,NA
"1846","Nagyiván","Lajtos István","Független","Lajtos István","Független","község","Jász-Nagykun-Szolnok","Tiszafüredi","4316",1166,"517",1,"LHHK",1
"1847","Nagykálló","Juhász Zoltán","Független","Juhász Zoltán","MAGYAR DEMOKRATA FÓRUM","város","Szabolcs-Szatmár-Bereg","Nagykállói","6852",9996,"3663",1,"HH",1
"1848","Nagykamarás","Pelle István","Fidesz - Magyar Polgári Szövetség","Pelle István","Független","község","Békés","Mezőkovácsházai","4305",1404,"854",1,"LHHK",1
"1849","Nagykanizsa","Cseresnyés Péter","Fidesz - Magyar Polgári Szövetség","Marton István","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG","megyei jogú város","Zala","Nagykanizsai","14840",49850,"21772",1,NA,NA
"1850","Nagykapornak","Sifter Péter","Független","Sifter Péter","Független","község","Zala","Pacsai","2441",903,"397",0,"HH",1
"1851","Nagykarácsony","Scheier Zsolt","Független","Réz István","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG","község","Fejér","Dunaújvárosi","3046",1369,"590",0,NA,NA
"1852","Nagykáta","Kocsi János","Fidesz - Magyar Polgári Szövetség","Kocsi János","Független","város","Pest","Nagykátai","8161",12584,"5069",1,NA,NA
"1853","Nagykereki","Zilai Károly","Független","Zilai Károly","MAGYAR SZOCIALISTA PÁRT","község","Hajdú-Bihar","Berettyóújfalui","3727",1185,"530",1,"LHHK",1
"1854","Nagykeresztúr","Géczi Antal","Független","Tuza István","Független","község","Nógrád","Bátonyterenyei","820",265,"101",1,"LHHK",1
"1855","Nagykinizs","Jónás Béla","Független","Jónás Béla","Független","község","Borsod-Abaúj-Zemplén","Szikszói","662",339,"137",1,"LHHK",1
"1856","Nagykónyi","Szabó Péter","Független","Szabó Péter","Független","község","Tolna","Tamási","4788",1111,"546",1,"LHHK",1
"1857","Nagykorpád","Szabó Zoltán","Független","Szabó Zoltán","Független","község","Somogy","Nagyatádi","3342",590,"218",1,"HH",1
"1858","Nagykovácsi","Bencsik Mónika","Független","Bencsik Mónika","Független","nagyközség","Pest","Pilisvörösvári","3001",6628,"2361",0,NA,NA
"1859","Nagykozár","Szentirmayné Kiss Mária","Független","Szentirmayné Kiss Mária","Független","község","Baranya","Pécsi","1146",1904,"610",0,NA,NA
"1860","Nagykökényes","Gáspár Tamás","Független","Török László","Független","község","Heves","Hatvani","1728",586,"259",0,NA,NA
"1861","Nagykölked","Francsics Zoltán","Független","Francsics Zoltán","Független","község","Vas","Körmendi","978",162,"72",0,NA,NA
"1862","Nagykőrös","Czira Szabolcs","Fidesz - Magyar Polgári Szövetség","Czira Szabolcs","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG","város","Pest","Ceglédi","22794",24691,"10455",1,NA,NA
"1863","Nagykörű",NA,NA,"Veres Nándor","Független","község","Jász-Nagykun-Szolnok","Szolnoki","4281",1632,"926",1,NA,NA
"1864","Nagykutas","Horváth Sándor","Független","Baumgartner József","Független","község","Zala","Zalaegerszegi","845",457,"180",0,NA,NA
"1865","Nagylak","Gyarmati András","Független","Gyarmati András","Független","község","Csongrád","Makói","469",484,"296",0,"HH",1
"1866","Nagylengyel","Scheiber Ildikó","Független","Bedő László Antalné","Független","község","Zala","Zalaegerszegi","1024",501,"198",0,NA,NA
"1867","Nagylóc","Péter Gábor","Független","Péter Gábor","Független","község","Nógrád","Szécsényi","3912",1573,"722",1,"LHH",1
"1868","Nagylók","Tóth József","Független","Tóth József","Független","község","Fejér","Sárbogárdi","3244",1079,"461",0,"HH",1
"1869","Nagylózs","Tóthné Szigeti Éva","Független","Marton Ferenc","Független","község","Győr-Moson-Sopron","Sopron-Fertődi","1925",1017,"283",0,NA,NA
"1870","Nagymágocs","Atkári Krisztián","Független","Stibál Róbert","Független","nagyközség","Csongrád","Szentesi","7509",3108,"1251",0,"HH",1
"1871","Nagymányok","Karl Béla","Független","Karl Béla","Független","város","Tolna","Bonyhádi","1068",2276,"924",1,NA,NA
"1872","Nagymaros","Petrovics László Ferenc","Független","Petrovics László Ferenc","Független","város","Pest","Váci","3437",4751,"1812",1,NA,NA
"1873","Nagymizdó","Hittigné Katz Éva","Független","Horváth Gyula","Független","község","Vas","Körmendi","676",123,"81",0,NA,NA
"1874","Nagynyárád","Mintál Tibor","Független","Hargitai János","Független","község","Baranya","Mohácsi","2434",709,"331",1,"HH",1
"1875","Nagyoroszi","Gönczöl József","Fidesz - Magyar Polgári Szövetség","Hornyák Endre","Független","község","Nógrád","Rétsági","4003",2116,"854",0,"HH",2
"1876","Nagypáli","Köcse Tibor","Független","Köcse Tibor","Független","község","Zala","Zalaegerszegi","634",458,"177",0,NA,NA
"1877","Nagypall","Grátz Erika","Független","Grátz Erika","Független","község","Baranya","Pécsváradi","713",428,"156",0,"HH",1
"1878","Nagypeterd","Magda József","Független","Timár József","Független","község","Baranya","Szigetvári","1163",632,"225",0,"LHHK",1
"1879","Nagypirit","Burján Ernő","Független","Burján Ernő","Független","község","Veszprém","Devecseri","1017",266,"158",0,"HH",3
"1880","Nagyrábé","Gyarmati Sándorné","Független","Gyarmati Sándorné","Független","nagyközség","Hajdú-Bihar","Püspökladányi","8542",2013,"966",1,"LHH",1
"1881","Nagyrada","Zsiga Zsolt","Független","Kiss János","Független","község","Zala","Zalakarosi","1285",474,"205",1,"HH",1
"1882","Nagyrákos","Németh Istvánné","Független","Németh Istvánné","Független","község","Vas","Őriszentpéteri","1611",282,"151",0,"HH",1
"1883","Nagyrécse","Laskai Béla","Független","Hegedüs György","Független","község","Zala","Nagykanizsai","2699",1113,"381",0,NA,NA
"1884","Nagyréde","Balázs József","Fidesz - Magyar Polgári Szövetség","Balázs József","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG","község","Heves","Gyöngyösi","3434",3111,"1243",0,NA,NA
"1885","Nagyrév",NA,NA,"Burka István","Független","község","Jász-Nagykun-Szolnok","Kunszentmártoni","2979",738,"433",0,"LHH",1
"1886","Nagyrozvágy","Hogya Orsolya","Független","Bányász Mihály","Független","község","Borsod-Abaúj-Zemplén","Bodrogközi","2682",612,"291",0,"LHHK",1
"1887","Nagysáp","Balogh Miklós","Független","Balogh Miklós","Független","község","Komárom-Esztergom","Dorogi","2477",1535,"517",0,NA,NA
"1888","Nagysimonyi","Lábos András","Független","Szlama József","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG","község","Vas","Celldömölki","1567",984,"426",0,"HH",2
"1889","Nagyszakácsi","Kövér István Attila","Független","Kövér István Attila","Független","község","Somogy","Marcali","2137",487,"286",0,"HH",1
"1890","Nagyszékely","Várkonyi Zoltán","Fidesz - Magyar Polgári Szövetség","Várkonyi Zoltán","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG","község","Tolna","Tamási","3670",441,"233",0,"LHHK",1
"1891","Nagyszekeres","Karácsony Sándor József","Független","Karácsony Sándor József","Független","község","Szabolcs-Szatmár-Bereg","Fehérgyarmati","1051",523,"210",0,"LHHK",1
"1892","Nagyszénás","Nyemcsok János","Fidesz - Magyar Polgári Szövetség","Nyemcsok János","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG","nagyközség","Békés","Orosházai","9556",5118,"2356",0,"HH",1
"1893","Nagyszentjános","Friderics Cecilia Feliczitász","Független","Unger Vilmos","Független","község","Győr-Moson-Sopron","Győri","3030",1803,"625",0,NA,NA
"1894","Nagyszokoly","Bors Bálint","Független","Nagy Károlyné","Független","község","Tolna","Tamási","2799",866,"434",1,"LHHK",1
"1895","Nagytálya","Lovasi Ferenc","Független","Lovasi Ferenc","Független","község","Heves","Egri","1319",865,"338",0,NA,NA
"1896","Nagytarcsa","Rimóczi Sándor Vilmos","Fidesz - Magyar Polgári Szövetség","Győri Péter","Független","község","Pest","Gödöllői","1214",3738,"1232",0,NA,NA
"1897","Nagytevel","Magyar József","Független","Babits Emil","Független","község","Veszprém","Pápai","1441",517,"229",0,NA,NA
"1898","Nagytilaj","Kövér József","Független","Szita Károly","Független","község","Vas","Vasvári","1566",124,"134",0,"HH",1
"1899","Nagytótfalu","Raposa Attila","Független","Afentáler József","Független","község","Baranya","Siklósi","1117",398,"127",0,"HH",1
"1900","Nagytőke","Varga Lászlóné","Független","Staberecz Ferenc","Független","község","Csongrád","Szentesi","5468",443,"232",0,"HH",1
"1901","Nagyút","Tóth Géza","Független","Tóth Géza","Független","község","Heves","Füzesabonyi","1894",681,"337",0,"HH",1
"1902","Nagyvarsány",NA,NA,"Szűcs Ilona","Független","község","Szabolcs-Szatmár-Bereg","Vásárosnaményi","1255",1448,"549",0,"LHHK",1
"1903","Nagyváty","Horváth Gézáné","Független","Kis-Tóth Kálmán","Független","község","Baranya","Szigetvári","1267",352,"127",0,"LHHK",1
"1904","Nagyvázsony","Fábry Szabolcs János","Fidesz - Magyar Polgári Szövetség","Fábry Szabolcs János","Független","község","Veszprém","Veszprémi","7629",1780,"684",1,NA,NA
"1905","Nagyvejke","Pfaff Ferenc","Független","Pfaff Ferenc","Független","község","Tolna","Bonyhádi","777",145,"81",0,NA,NA
"1906","Nagyveleg","Szloboda Istvánné","Független","Szloboda Istvánné","Független","község","Fejér","Móri","1317",649,"285",0,NA,NA
"1907","Nagyvenyim","Szabóné Lőrincz Ilona","Független","Rauf Pál","FEJÉR MEGYEI TELEPÜLÉSEKÉRT EGYESÜLET","község","Fejér","Dunaújvárosi","4368",4070,"1493",0,NA,NA
"1908","Nagyvisnyó","Csőgér Bálint","Fidesz - Magyar Polgári Szövetség","Csőgér Bálint","Független","község","Heves","Bélapátfalvai","4302",935,"503",0,"HH",1
"1909","Nak","Rácz Róbert","Független","Rácz Róbert","Független","község","Tolna","Dombóvári","2778",558,"298",1,"HH",1
"1910","Napkor","Spinyhért Zsolt","Fidesz - Magyar Polgári Szövetség","Spinyhért Zsolt","Független","község","Szabolcs-Szatmár-Bereg","Nyíregyházai","3735",3785,"1350",0,NA,NA
"1911","Nárai","Németh Tamás","Független","Stifter Attila","Független","község","Vas","Szombathelyi","1599",1276,"449",0,NA,NA
"1912","Narda","Glavanics Krisztina","Független","Somogyi Zsolt","Független","község","Vas","Szombathelyi","1035",502,"193",0,NA,NA
"1913","Naszály",NA,NA,"Maszlavér István","Független","község","Komárom-Esztergom","Tatai","3022",2345,"841",0,NA,NA
"1914","Négyes","Farkas Andrásné","Független","Farkas Andrásné","Független","község","Borsod-Abaúj-Zemplén","Mezőkövesdi","1733",242,"217",0,"HH",1
"1915","Nekézseny","Varga Béla","Független","Varga Béla","Független","község","Borsod-Abaúj-Zemplén","Ózdi","1410",744,"343",0,"LHHK",1
"1916","Nemesapáti","Gáspár Zoltánné","Független","Gáspár Zoltánné","Független","község","Zala","Zalaegerszegi","1037",534,"217",0,NA,NA
"1917","Nemesbikk",NA,NA,"Bódogh Bertalan","Független","község","Borsod-Abaúj-Zemplén","Tiszaújvárosi","2410",986,"381",0,"HH",4
"1918","Nemesborzova","Nagy Gábor Zsigmond","Független","Nagy Gábor Zsigmond","Független","község","Szabolcs-Szatmár-Bereg","Fehérgyarmati","220",81,"45",0,"LHHK",1
"1919","Nemesbőd","Simon Ferenc","Független","Kóczán Lajos","Független","község","Vas","Szombathelyi","914",629,"242",0,NA,NA
"1920","Nemesbük","Simotics Barnabás Imre","Független","Simotics Barnabás Imre","Független","község","Zala","Hévízi","998",676,"354",0,NA,NA
"1921","Nemescsó","Kendik Zoltán János","Független","Kiss Sándor","Független","község","Vas","Kőszegi","738",304,"117",0,NA,NA
"1922","Nemesdéd","Tompa Boldizsár Endre","Független","Halászi Attiláné","Független","község","Somogy","Marcali","2661",712,"325",1,"HH",1
"1923","Nemesgörzsöny","Győrffy Balázs","Fidesz - Magyar Polgári Szövetség","Győrffy Balázs","Független","község","Veszprém","Pápai","1925",693,"298",0,NA,NA
"1924","Nemesgulács","Nagy Rudolfné","Független","Nagy Rudolfné","Független","község","Veszprém","Tapolcai","835",959,"420",0,"HH",2
"1925","Nemeshany","Kiss Attila","Független","Kiss Attila","Független","község","Veszprém","Sümegi","1050",415,"163",0,"HH",1
"1926","Nemeshetés","Magyar Kálmán","Független","Varga Eszter","Független","község","Zala","Zalaegerszegi","661",299,"195",0,NA,NA
"1927","Nemeske","Tóth Péterné","Független","Tóth Péterné","Független","község","Baranya","Szigetvári","1057",260,"109",0,"LHHK",1
"1928","Nemeskér","Joóné Nagy Csilla Emőke","Független","Joóné Nagy Csilla Emőke","Független","község","Győr-Moson-Sopron","Sopron-Fertődi","642",209,"98",0,NA,NA
"1929","Nemeskeresztúr","Szép József","Független","Szép József","Független","község","Vas","Celldömölki","1217",258,"173",0,"HH",2
"1930","Nemeskisfalud","Vida Ferenc","Független","Vida Ferenc","Független","község","Somogy","Marcali","282",117,"46",0,"HH",1
"1931","Nemeskocs",NA,NA,"László Ervin","Független","község","Vas","Celldömölki","793",368,"147",0,"HH",2
"1932","Nemeskolta","Farkas Imre","Független","Farkas Imre","Független","község","Vas","Szombathelyi","734",374,"147",0,NA,NA
"1933","Nemesládony","Bokor Endréné","Független","Bokor Endréné","Független","község","Vas","Csepregi","567",127,"98",0,NA,NA
"1934","Nemesmedves","Mesics Ferenc","Független","Mesics Ferenc","Független","község","Vas","Szentgotthárdi","474",25,"13",0,NA,NA
"1935","Nemesnádudvar","Knáb Erzsébet","Független","Knáb Erzsébet","Független","község","Bács-Kiskun","Bajai","5878",1836,"734",0,"HH",2
"1936","Nemesnép","Szép Dezső","Független","Kósa László","SZDSZ- A MAGYAR LIBERÁLIS PÁRT","község","Zala","Lenti","972",123,"93",0,NA,NA
"1937","Nemespátró","Gilicze Sándor","Független","Gilicze Sándor","Független","község","Zala","Nagykanizsai","1225",329,"165",0,NA,NA
"1938","Nemesrádó","Gazdagné Gecse Anna","Független","Nagy Tibor","Független","község","Zala","Pacsai","1402",316,"207",0,"HH",1
"1939","Nemesrempehollós","Paksiné Kecze Tünde Magdolna","Független","Paksiné Kecze Tünde Magdolna","Független","község","Vas","Körmendi","1205",275,"155",0,NA,NA
"1940","Nemessándorháza","Szabó Csaba Kurszán","Független","Szabó Csaba Kurszán","Független","község","Zala","Pacsai","1116",259,"175",0,"HH",1
"1941","Nemesvámos","Sövényházi Balázs","Független","Sári Lajos","Független","község","Veszprém","Veszprémi","4078",2519,"904",0,NA,NA
"1942","Nemesvid","Harmath István","Független","Árvai Tibor","Független","község","Somogy","Marcali","1838",703,"336",1,"HH",1
"1943","Nemesvita","Eke Ferenc","Független","Eke Ferenc","Független","község","Veszprém","Tapolcai","925",351,"180",0,"HH",2
"1944","Nemesszalók","Varga Jenő","Független","Varga Jenő","Független","község","Veszprém","Pápai","2056",917,"359",0,NA,NA
"1945","Nemesszentandrás","Szatai Tibor","Független","Szatai Tibor","Független","község","Zala","Pacsai","547",289,"137",0,"HH",1
"1946","Németbánya","Blaskovits Zoltán","Független","Nagy Gábor","Független","község","Veszprém","Pápai","1219",74,"68",0,NA,NA
"1947","Németfalu","Galambos László István","Független","Galambos László","Független","község","Zala","Zalaegerszegi","867",192,"70",0,NA,NA
"1948","Németkér","Horváthné Gál Erika","Független","Horváthné Gál Erika","Független","község","Tolna","Paksi","6497",1681,"754",1,NA,NA
"1949","Nemti","Táborita Sándor","Független","Erős Róbert","Független","község","Nógrád","Bátonyterenyei","1106",746,"432",1,"LHHK",1
"1950","Neszmély","Janovics István","Független","Benkő Ferenc","Független","község","Komárom-Esztergom","Tatai","2776",1341,"569",0,NA,NA
"1951","Nézsa","Styevó Gábor","Kereszténydemokrata Néppárt","Kucsera András","Független","község","Nógrád","Rétsági","1867",1078,"472",0,"HH",2
"1952","Nick","Csorba József","Független","Kiss Lajos","Független","község","Vas","Sárvári","1140",513,"222",0,NA,NA
"1953","Nikla","Fülöpné Kesztyüs Ágota Anna","Fidesz - Magyar Polgári Szövetség","Fülöpné Kesztyüs Ágota Anna","Független","község","Somogy","Marcali","2335",725,"323",0,"HH",1
"1954","Nógrád","Szórágy Gyuláné","Független","Szórágy Gyuláné","Független","község","Nógrád","Rétsági","2954",1510,"680",0,"HH",2
